order_id,customer_id,product_id,store_id,order_date,quantity,unit_price,discount_pct,total_amount,channel,status,return_flag,shipping_days
ORD_000029,CUST_00910,PRD_057,STR_008,2022-12-20,1,59.17,0.0,59.17,In-Store,Returned,True,0
ORD_000030,CUST_04360,PRD_026,STR_018,2022-01-03,2,42.36,0.0,84.72,In-Store,Completed,False,0
ORD_000031,CUST_02198,PRD_127,ONLINE,2022-11-04,2,55.6,0.06,104.53,Online,Cancelled,False,1
ORD_000032,CUST_00773,PRD_048,STR_033,2022-05-16,5,139.3,0.0,696.5,In-Store,Completed,False,0
ORD_000033,CUST_01955,PRD_044,ONLINE,2022-05-19,1,13.98,0.0,13.98,Online,Returned,True,1
ORD_000034,CUST_03888,PRD_110,ONLINE,2024-02-18,2,29.91,0.0,59.82,Mobile App,Completed,False,7
ORD_000035,CUST_00080,PRD_153,STR_023,2022-10-16,5,486.81,0.2,1947.24,In-Store,Completed,False,0
ORD_000036,CUST_00371,PRD_005,STR_037,2024-11-27,2,207.74,0.0,415.48,In-Store,Completed,False,0
ORD_000037,CUST_01371,PRD_194,STR_010,2023-09-11,1,92.64,0.07,86.16,In-Store,Completed,False,0
ORD_000038,CUST_02874,PRD_140,ONLINE,2023-06-29,2,742.41,0.07,1380.88,Online,Returned,True,3
ORD_000039,CUST_04243,PRD_199,STR_043,2023-05-29,5,85.06,0.0,425.3,In-Store,Cancelled,False,0
ORD_000040,CUST_04255,PRD_187,STR_041,2024-02-17,2,624.3,0.06,1173.68,In-Store,Completed,False,0
ORD_000041,CUST_04079,PRD_008,STR_016,2023-06-20,2,404.92,0.06,761.25,In-Store,Completed,False,0
ORD_000042,CUST_03095,PRD_164,STR_007,2022-07-01,5,414.12,0.19,1677.19,In-Store,Cancelled,False,0
ORD_000043,CUST_04317,PRD_045,ONLINE,2024-10-15,2,449.05,0.0,898.1,Online,Returned,True,3
ORD_000044,CUST_02534,PRD_049,ONLINE,2023-05-23,2,633.97,0.0,1267.94,Online,Completed,False,7
ORD_000045,CUST_03728,PRD_146,STR_023,2022-04-28,1,109.75,0.07,102.07,Online,Completed,False,2
ORD_000046,CUST_04286,PRD_075,ONLINE,2023-09-27,2,312.57,0.0,625.14,Mobile App,Cancelled,False,3
ORD_000047,CUST_00128,PRD_117,ONLINE,2023-12-22,1,155.76,0.0,155.76,Online,Completed,False,4
ORD_000048,CUST_02886,PRD_170,STR_004,2022-12-02,2,64.16,0.08,118.05,Mobile App,Completed,False,7
ORD_000049,CUST_04594,PRD_040,STR_046,2024-07-07,1,174.6,0.18,143.17,Mobile App,Completed,False,1
ORD_000050,CUST_03877,PRD_091,STR_016,2024-01-06,5,97.58,0.0,487.9,In-Store,Completed,False,0
ORD_000051,CUST_00804,PRD_067,STR_020,2023-12-23,1,72.04,0.07,67.0,In-Store,Returned,True,0
ORD_000052,CUST_04737,PRD_036,ONLINE,2023-05-14,1,646.24,0.0,646.24,Online,Pending,False,3
ORD_000053,CUST_00702,PRD_077,STR_037,2024-12-12,4,92.48,0.0,369.92,In-Store,Completed,False,0
ORD_000054,CUST_03580,PRD_025,ONLINE,2022-12-01,2,22.47,0.07,41.79,Online,Completed,False,3
ORD_000055,CUST_03504,PRD_120,ONLINE,2023-11-11,1,214.61,0.0,214.61,Online,Returned,True,7
ORD_000056,CUST_03449,PRD_023,STR_049,2022-12-19,2,306.54,0.0,613.08,In-Store,Completed,False,0
ORD_000057,CUST_03057,PRD_033,ONLINE,2024-05-03,4,45.18,0.06,169.88,Online,Completed,False,6
ORD_000058,CUST_00049,PRD_119,STR_049,2022-03-24,4,1346.65,0.0,5386.6,In-Store,Cancelled,False,0
ORD_000059,CUST_02214,PRD_167,STR_007,2022-03-21,1,129.58,0.0,129.58,In-Store,Completed,False,0
ORD_000060,CUST_02715,PRD_016,ONLINE,2024-07-20,1,25.52,0.0,25.52,Online,Completed,False,5
ORD_000061,CUST_04058,PRD_035,STR_015,2023-05-29,5,194.32,0.0,971.6,In-Store,Completed,False,0
ORD_000062,CUST_02547,PRD_185,STR_001,2023-01-14,5,624.46,0.0,3122.3,Online,Completed,False,1
ORD_000063,CUST_01254,PRD_155,STR_034,2023-12-01,1,37.67,0.0,37.67,Online,Completed,False,5
ORD_000064,CUST_03636,PRD_101,STR_004,2024-03-06,4,166.1,0.23,511.59,In-Store,Completed,False,0
ORD_000065,CUST_04479,PRD_067,STR_040,2022-10-03,1,71.1,0.06,66.83,In-Store,Completed,False,0
ORD_000066,CUST_01972,PRD_044,ONLINE,2022-09-14,1,14.19,0.0,14.19,Online,Completed,False,6
ORD_000067,CUST_00820,PRD_151,ONLINE,2024-12-10,2,129.56,0.07,240.98,Online,Pending,False,7
ORD_000068,CUST_03481,PRD_038,ONLINE,2023-11-19,2,18.44,0.0,36.88,Online,Completed,False,6
ORD_000069,CUST_03642,PRD_011,STR_023,2023-04-06,4,96.22,0.0,384.88,Mobile App,Completed,False,1
ORD_000070,CUST_01297,PRD_092,STR_033,2024-07-09,5,94.43,0.2,377.72,In-Store,Completed,False,0
ORD_000071,CUST_04203,PRD_017,STR_012,2023-09-22,2,206.68,0.0,413.36,In-Store,Completed,False,0
ORD_000072,CUST_03765,PRD_184,STR_009,2022-11-09,2,782.71,0.0,1565.42,Online,Completed,False,7
ORD_000073,CUST_03963,PRD_097,STR_039,2022-10-08,2,10.61,0.0,21.22,Online,Completed,False,5
ORD_000074,CUST_02852,PRD_150,STR_040,2023-04-15,3,130.03,0.17,323.77,In-Store,Completed,False,0
ORD_000075,CUST_00791,PRD_171,STR_007,2024-09-23,2,54.75,0.0,109.5,In-Store,Cancelled,False,0
ORD_000076,CUST_01939,PRD_027,STR_012,2022-04-12,2,43.09,0.0,86.18,Online,Completed,False,1
ORD_000077,CUST_00508,PRD_157,ONLINE,2022-10-20,1,749.56,0.0,749.56,Online,Completed,False,6
ORD_000078,CUST_00242,PRD_045,ONLINE,2024-10-28,2,437.35,0.08,804.72,Online,Completed,False,2
ORD_000079,CUST_02069,PRD_126,ONLINE,2022-06-23,1,405.75,0.0,405.75,Online,Completed,False,5
ORD_000080,CUST_01576,PRD_023,STR_038,2023-12-13,1,289.17,0.09,263.14,In-Store,Completed,False,0
ORD_000081,CUST_02946,PRD_199,ONLINE,2022-10-15,1,83.83,0.1,75.45,Online,Completed,False,6
ORD_000082,CUST_04327,PRD_128,ONLINE,2023-11-30,2,228.82,0.0,457.64,Online,Completed,False,5
ORD_000083,CUST_01130,PRD_018,ONLINE,2023-03-27,1,11.51,0.0,11.51,Mobile App,Completed,False,5
ORD_000084,CUST_02444,PRD_026,ONLINE,2022-05-30,2,40.78,0.06,76.67,Mobile App,Completed,False,7
ORD_000085,CUST_02060,PRD_100,STR_005,2023-11-14,3,107.18,0.0,321.54,Online,Cancelled,False,5
ORD_000086,CUST_01978,PRD_133,STR_040,2024-01-29,2,74.05,0.0,148.1,In-Store,Completed,False,0
ORD_000087,CUST_00909,PRD_150,ONLINE,2024-01-24,4,138.32,0.0,553.28,Online,Returned,True,4
ORD_000088,CUST_02138,PRD_052,ONLINE,2023-12-16,1,36.52,0.07,33.96,Online,Completed,False,7
ORD_000089,CUST_00511,PRD_061,STR_032,2023-08-21,1,127.32,0.0,127.32,In-Store,Completed,False,0
ORD_000090,CUST_03410,PRD_154,STR_048,2023-09-15,1,109.62,0.0,109.62,In-Store,Cancelled,False,0
ORD_000091,CUST_01061,PRD_070,STR_007,2023-12-16,1,157.61,0.0,157.61,Mobile App,Cancelled,False,3
ORD_000092,CUST_01866,PRD_006,STR_004,2024-02-13,1,116.27,0.22,90.69,In-Store,Completed,False,0
ORD_000093,CUST_00149,PRD_142,STR_031,2023-12-26,2,101.56,0.0,203.12,In-Store,Completed,False,0
ORD_000094,CUST_03497,PRD_141,ONLINE,2023-11-17,2,738.08,0.0,1476.16,Mobile App,Completed,False,1
ORD_000095,CUST_01952,PRD_060,STR_006,2022-08-04,1,611.74,0.09,556.68,In-Store,Completed,False,0
ORD_000096,CUST_04393,PRD_146,STR_003,2022-10-12,3,113.86,0.0,341.58,In-Store,Completed,False,0
ORD_000097,CUST_00466,PRD_020,ONLINE,2022-11-22,2,149.97,0.0,299.94,Mobile App,Completed,False,6
ORD_000098,CUST_02001,PRD_075,STR_009,2024-11-17,2,317.91,0.05,604.03,In-Store,Completed,False,0
ORD_000099,CUST_04454,PRD_053,ONLINE,2024-05-19,2,68.89,0.19,111.6,Online,Completed,False,3
ORD_000100,CUST_03006,PRD_200,ONLINE,2023-10-22,3,486.99,0.0,1460.97,Online,Completed,False,6
ORD_000101,CUST_04436,PRD_129,ONLINE,2022-11-16,2,135.59,0.06,254.91,Mobile App,Completed,False,2
ORD_000102,CUST_01124,PRD_134,STR_015,2022-06-10,1,59.03,0.09,53.72,In-Store,Completed,False,0
ORD_000103,CUST_00294,PRD_061,STR_045,2024-11-02,2,135.17,0.0,270.34,In-Store,Completed,False,0
ORD_000104,CUST_00277,PRD_070,ONLINE,2024-10-28,1,148.44,0.19,120.24,Online,Pending,False,1
ORD_000105,CUST_03135,PRD_099,STR_029,2022-06-10,1,178.59,0.08,164.3,In-Store,Completed,False,0
ORD_000106,CUST_02500,PRD_009,STR_035,2024-07-04,1,656.57,0.07,610.61,In-Store,Completed,False,0
ORD_000107,CUST_02151,PRD_193,STR_038,2023-06-13,1,139.95,0.07,130.15,In-Store,Returned,True,0
ORD_000108,CUST_03503,PRD_187,STR_049,2022-12-27,1,606.03,0.24,460.58,Mobile App,Cancelled,False,3
ORD_000109,CUST_04381,PRD_119,STR_028,2024-04-26,2,1258.52,0.0,2517.04,In-Store,Completed,False,0
ORD_000110,CUST_01952,PRD_034,STR_001,2023-12-05,2,2215.96,0.0,4431.92,In-Store,Cancelled,False,0
ORD_000111,CUST_04447,PRD_076,STR_022,2024-06-13,1,52.54,0.0,52.54,In-Store,Completed,False,0
ORD_000112,CUST_02053,PRD_168,STR_039,2022-04-28,2,6.67,0.0,13.34,Online,Completed,False,3
ORD_000113,CUST_01465,PRD_114,STR_030,2022-12-24,1,91.73,0.2,73.38,In-Store,Completed,False,0
ORD_000114,CUST_04560,PRD_056,ONLINE,2022-12-24,1,711.61,0.07,661.8,Online,Pending,False,1
ORD_000115,CUST_03609,PRD_047,ONLINE,2022-12-30,2,139.67,0.0,279.34,Mobile App,Completed,False,6
ORD_000116,CUST_01430,PRD_038,STR_040,2023-08-24,1,18.64,0.0,18.64,In-Store,Completed,False,0
ORD_000117,CUST_04152,PRD_113,STR_038,2022-12-06,1,7.91,0.06,7.44,In-Store,Completed,False,0
ORD_000118,CUST_02109,PRD_005,STR_044,2023-06-10,4,201.81,0.0,807.24,In-Store,Completed,False,0
ORD_000119,CUST_01923,PRD_090,STR_007,2023-03-05,2,449.14,0.0,898.28,In-Store,Completed,False,0
ORD_000120,CUST_01672,PRD_084,ONLINE,2024-04-21,5,516.67,0.09,2350.85,Online,Pending,False,2
ORD_000121,CUST_00203,PRD_084,STR_039,2023-11-29,2,545.81,0.19,884.21,In-Store,Completed,False,0
ORD_000122,CUST_02409,PRD_160,ONLINE,2023-12-25,2,2774.55,0.15,4716.74,Online,Completed,False,5
ORD_000123,CUST_01733,PRD_081,ONLINE,2022-10-12,2,174.86,0.0,349.72,Online,Completed,False,5
ORD_000124,CUST_00268,PRD_169,STR_047,2022-12-28,1,54.48,0.25,40.86,In-Store,Cancelled,False,0
ORD_000125,CUST_04632,PRD_129,STR_041,2022-02-07,2,133.38,0.0,266.76,Mobile App,Completed,False,5
ORD_000126,CUST_00422,PRD_156,STR_031,2022-06-07,2,577.71,0.0,1155.42,In-Store,Completed,False,0
ORD_000127,CUST_04713,PRD_076,STR_022,2022-11-25,2,50.54,0.0,101.08,Online,Completed,False,1
ORD_000128,CUST_01975,PRD_114,STR_047,2022-04-17,4,90.77,0.0,363.08,In-Store,Returned,True,0
ORD_000129,CUST_04143,PRD_020,STR_024,2023-11-28,1,156.34,0.0,156.34,In-Store,Completed,False,0
ORD_000130,CUST_04665,PRD_033,STR_035,2024-12-31,2,48.11,0.08,88.52,In-Store,Completed,False,0
ORD_000131,CUST_02351,PRD_088,STR_021,2022-05-29,2,54.49,0.21,86.09,In-Store,Completed,False,0
ORD_000132,CUST_01623,PRD_047,STR_001,2024-08-02,2,131.51,0.0,263.02,Mobile App,Completed,False,4
ORD_000133,CUST_00828,PRD_033,STR_003,2022-06-20,3,48.19,0.16,121.44,In-Store,Completed,False,0
ORD_000134,CUST_04337,PRD_100,STR_023,2024-01-07,1,104.56,0.0,104.56,Mobile App,Returned,True,7
ORD_000135,CUST_02758,PRD_152,ONLINE,2023-12-20,1,309.21,0.24,235.0,Mobile App,Completed,False,4
ORD_000136,CUST_03685,PRD_190,STR_028,2024-11-05,2,2223.04,0.09,4045.93,In-Store,Completed,False,0
ORD_000137,CUST_04830,PRD_131,ONLINE,2022-06-14,5,831.07,0.07,3864.48,Online,Completed,False,3
ORD_000138,CUST_03593,PRD_046,ONLINE,2022-12-22,1,25.67,0.0,25.67,Online,Completed,False,1
ORD_000139,CUST_04622,PRD_133,STR_038,2022-05-17,2,71.61,0.0,143.22,Online,Completed,False,7
ORD_000140,CUST_01462,PRD_037,STR_003,2023-04-28,5,48.14,0.07,223.85,In-Store,Completed,False,0
ORD_000141,CUST_02280,PRD_148,STR_040,2024-11-11,2,24.38,0.0,48.76,In-Store,Completed,False,0
ORD_000142,CUST_02244,PRD_125,STR_029,2024-06-15,1,187.65,0.25,140.74,In-Store,Completed,False,0
ORD_000143,CUST_00870,PRD_060,ONLINE,2024-04-05,1,620.32,0.0,620.32,Mobile App,Cancelled,False,2
ORD_000144,CUST_00225,PRD_154,STR_003,2023-10-01,5,105.93,0.0,529.65,In-Store,Completed,False,0
ORD_000145,CUST_04001,PRD_007,ONLINE,2024-10-18,2,655.24,0.0,1310.48,Online,Completed,False,7
ORD_000146,CUST_03718,PRD_076,STR_008,2023-06-16,1,51.65,0.0,51.65,In-Store,Completed,False,0
ORD_000147,CUST_02155,PRD_023,STR_018,2022-07-27,1,311.96,0.09,283.88,Online,Completed,False,2
ORD_000148,CUST_00610,PRD_084,ONLINE,2024-08-26,2,527.86,0.0,1055.72,Mobile App,Completed,False,7
ORD_000149,CUST_00607,PRD_181,STR_045,2022-12-04,1,187.91,0.23,144.69,In-Store,Returned,True,0
ORD_000150,CUST_02602,PRD_049,STR_036,2022-04-02,1,641.03,0.06,602.57,In-Store,Completed,False,0
ORD_000151,CUST_04804,PRD_097,STR_015,2022-06-28,2,10.99,0.0,21.98,Online,Completed,False,2
ORD_000152,CUST_04070,PRD_073,ONLINE,2023-12-02,1,129.29,0.22,100.85,Mobile App,Completed,False,1
ORD_000153,CUST_03558,PRD_018,ONLINE,2023-12-01,1,10.9,0.08,10.03,Online,Completed,False,6
ORD_000154,CUST_04784,PRD_061,ONLINE,2022-11-22,1,134.2,0.09,122.12,Online,Completed,False,6
ORD_000155,CUST_03974,PRD_126,STR_026,2024-04-10,2,388.06,0.0,776.12,Online,Completed,False,7
ORD_000156,CUST_02354,PRD_108,STR_029,2024-06-05,2,75.17,0.0,150.34,In-Store,Completed,False,0
ORD_000157,CUST_02613,PRD_170,ONLINE,2024-11-17,1,63.51,0.0,63.51,Online,Completed,False,7
ORD_000158,CUST_04008,PRD_154,STR_027,2023-11-16,1,103.32,0.0,103.32,In-Store,Completed,False,0
ORD_000159,CUST_03351,PRD_016,ONLINE,2024-06-12,2,24.8,0.07,46.13,Online,Completed,False,3
ORD_000160,CUST_00448,PRD_069,ONLINE,2024-05-12,1,485.33,0.0,485.33,Online,Completed,False,5
ORD_000161,CUST_01365,PRD_138,ONLINE,2022-11-20,2,222.54,0.0,445.08,Mobile App,Returned,True,6
ORD_000162,CUST_00173,PRD_098,ONLINE,2022-12-20,2,659.91,0.0,1319.82,Mobile App,Completed,False,6
ORD_000163,CUST_00404,PRD_133,STR_014,2023-07-22,1,76.73,0.07,71.36,In-Store,Completed,False,0
ORD_000164,CUST_01879,PRD_075,STR_024,2022-02-03,1,314.64,0.0,314.64,Online,Completed,False,1
ORD_000165,CUST_00296,PRD_006,STR_034,2022-12-13,2,119.25,0.0,238.5,Online,Completed,False,3
ORD_000166,CUST_02470,PRD_007,ONLINE,2023-07-16,1,610.52,0.09,555.57,Online,Completed,False,4
ORD_000167,CUST_03283,PRD_034,STR_048,2022-06-07,3,2213.87,0.0,6641.61,In-Store,Completed,False,0
ORD_000168,CUST_03403,PRD_006,STR_001,2022-06-29,1,111.18,0.0,111.18,In-Store,Completed,False,0
ORD_000169,CUST_03205,PRD_050,STR_039,2023-07-03,4,2119.26,0.07,7883.65,In-Store,Completed,False,0
ORD_000170,CUST_03760,PRD_052,ONLINE,2024-04-15,5,37.52,0.0,187.6,Online,Completed,False,1
ORD_000171,CUST_01821,PRD_105,STR_036,2024-08-20,2,224.51,0.0,449.02,In-Store,Completed,False,0
ORD_000172,CUST_02004,PRD_098,ONLINE,2023-10-15,2,671.78,0.09,1222.64,Online,Completed,False,4
ORD_000173,CUST_01836,PRD_148,STR_002,2023-07-17,1,24.79,0.0,24.79,In-Store,Returned,True,0
ORD_000174,CUST_00893,PRD_165,STR_020,2023-03-29,1,56.98,0.0,56.98,In-Store,Completed,False,0
ORD_000175,CUST_04013,PRD_152,STR_016,2022-09-23,2,326.74,0.0,653.48,In-Store,Completed,False,0
ORD_000176,CUST_04642,PRD_195,ONLINE,2022-07-23,2,252.67,0.09,459.86,Online,Completed,False,1
ORD_000177,CUST_02634,PRD_177,ONLINE,2024-06-27,1,54.33,0.0,54.33,Online,Cancelled,False,5
ORD_000178,CUST_04004,PRD_140,STR_032,2023-07-05,1,732.21,0.08,673.63,In-Store,Completed,False,0
ORD_000179,CUST_00668,PRD_027,STR_028,2024-06-25,2,40.45,0.0,80.9,In-Store,Completed,False,0
ORD_000180,CUST_04260,PRD_192,ONLINE,2024-03-09,1,172.91,0.0,172.91,Online,Completed,False,2
ORD_000181,CUST_04298,PRD_125,ONLINE,2022-09-24,4,189.77,0.0,759.08,Mobile App,Returned,True,4
ORD_000182,CUST_02411,PRD_185,STR_044,2023-09-04,2,620.01,0.0,1240.02,Online,Completed,False,6
ORD_000183,CUST_01360,PRD_037,ONLINE,2023-06-10,2,46.46,0.0,92.92,Mobile App,Completed,False,4
ORD_000184,CUST_01726,PRD_085,STR_047,2023-05-17,3,410.07,0.07,1144.1,Mobile App,Completed,False,3
ORD_000185,CUST_03411,PRD_046,ONLINE,2023-10-11,1,25.88,0.0,25.88,Mobile App,Completed,False,6
ORD_000186,CUST_00769,PRD_138,ONLINE,2024-12-22,2,233.29,0.0,466.58,Mobile App,Completed,False,6
ORD_000187,CUST_04581,PRD_058,ONLINE,2024-07-23,1,36.03,0.09,32.79,Online,Returned,True,5
ORD_000188,CUST_02505,PRD_095,ONLINE,2024-11-06,2,80.47,0.06,151.28,Mobile App,Completed,False,5
ORD_000189,CUST_01249,PRD_027,STR_018,2022-02-24,1,40.45,0.0,40.45,Online,Returned,True,6
ORD_000190,CUST_03138,PRD_085,STR_037,2022-07-16,2,444.12,0.08,817.18,In-Store,Completed,False,0
ORD_000191,CUST_03879,PRD_054,ONLINE,2022-05-11,1,119.11,0.06,111.96,Mobile App,Completed,False,2
ORD_000192,CUST_03896,PRD_001,STR_021,2022-11-24,1,36.16,0.07,33.63,In-Store,Completed,False,0
ORD_000193,CUST_03865,PRD_084,ONLINE,2023-06-07,1,524.18,0.0,524.18,Mobile App,Returned,True,4
ORD_000194,CUST_03887,PRD_091,STR_020,2023-12-19,4,99.0,0.23,304.92,In-Store,Cancelled,False,0
ORD_000195,CUST_01361,PRD_163,STR_018,2023-08-21,2,28.54,0.0,57.08,In-Store,Pending,False,0
ORD_000196,CUST_02053,PRD_176,ONLINE,2024-11-05,5,206.37,0.0,1031.85,Online,Completed,False,3
ORD_000197,CUST_03819,PRD_198,STR_043,2024-12-01,2,17.76,0.0,35.52,In-Store,Completed,False,0
ORD_000198,CUST_01565,PRD_098,ONLINE,2022-08-15,3,623.21,0.0,1869.63,Online,Completed,False,2
ORD_000199,CUST_00046,PRD_151,STR_020,2024-09-15,2,136.51,0.0,273.02,In-Store,Completed,False,0
ORD_000200,CUST_00107,PRD_156,ONLINE,2023-07-26,2,582.49,0.22,908.68,Mobile App,Returned,True,3
ORD_000201,CUST_00469,PRD_147,STR_046,2023-06-21,5,40.2,0.0,201.0,Online,Returned,True,4
ORD_000202,CUST_04470,PRD_027,STR_003,2024-06-19,1,42.88,0.0,42.88,In-Store,Pending,False,0
ORD_000203,CUST_01079,PRD_022,STR_027,2022-05-20,3,371.8,0.05,1059.63,In-Store,Completed,False,0
ORD_000204,CUST_00799,PRD_140,ONLINE,2024-10-17,5,753.99,0.0,3769.95,Online,Completed,False,7
ORD_000205,CUST_02593,PRD_182,ONLINE,2024-01-08,5,109.63,0.0,548.15,Mobile App,Completed,False,6
ORD_000206,CUST_03303,PRD_107,STR_043,2024-10-10,1,187.65,0.0,187.65,Online,Completed,False,6
ORD_000207,CUST_02185,PRD_022,STR_012,2024-12-29,2,393.29,0.07,731.52,In-Store,Completed,False,0
ORD_000208,CUST_00027,PRD_080,ONLINE,2023-09-13,2,137.29,0.05,260.85,Mobile App,Completed,False,4
ORD_000209,CUST_00723,PRD_030,STR_012,2022-05-20,1,780.39,0.05,741.37,Mobile App,Completed,False,2
ORD_000210,CUST_00086,PRD_056,ONLINE,2022-08-20,1,713.89,0.1,642.5,Online,Completed,False,7
ORD_000211,CUST_01566,PRD_192,STR_009,2022-12-27,2,184.99,0.0,369.98,Online,Completed,False,2
ORD_000212,CUST_04629,PRD_081,STR_027,2022-06-01,1,163.68,0.0,163.68,In-Store,Returned,True,0
ORD_000213,CUST_02417,PRD_067,STR_045,2024-07-26,1,71.51,0.0,71.51,In-Store,Completed,False,0
ORD_000214,CUST_02858,PRD_198,ONLINE,2022-12-13,1,17.43,0.07,16.21,Mobile App,Cancelled,False,5
ORD_000215,CUST_04659,PRD_054,STR_045,2024-12-19,2,120.55,0.08,221.81,In-Store,Pending,False,0
ORD_000216,CUST_02204,PRD_024,STR_033,2024-03-07,2,9.38,0.0,18.76,In-Store,Completed,False,0
ORD_000217,CUST_00945,PRD_133,ONLINE,2022-08-30,1,72.94,0.0,72.94,Online,Completed,False,5
ORD_000218,CUST_03096,PRD_169,STR_038,2023-07-19,4,53.16,0.09,193.5,In-Store,Completed,False,0
ORD_000219,CUST_00065,PRD_041,ONLINE,2023-07-08,1,1701.62,0.0,1701.62,Mobile App,Completed,False,2
ORD_000220,CUST_03825,PRD_140,STR_012,2023-08-09,2,768.54,0.0,1537.08,In-Store,Cancelled,False,0
ORD_000221,CUST_04719,PRD_178,ONLINE,2023-10-04,1,153.92,0.0,153.92,Online,Completed,False,3
ORD_000222,CUST_03954,PRD_174,ONLINE,2022-02-28,1,71.36,0.2,57.09,Online,Completed,False,4
ORD_000223,CUST_03489,PRD_199,ONLINE,2024-02-04,1,82.33,0.0,82.33,Mobile App,Cancelled,False,3
ORD_000224,CUST_04890,PRD_179,STR_034,2023-08-01,1,33.69,0.0,33.69,In-Store,Completed,False,0
ORD_000225,CUST_00441,PRD_024,STR_020,2024-06-26,1,9.94,0.0,9.94,In-Store,Cancelled,False,0
ORD_000226,CUST_01355,PRD_118,ONLINE,2024-07-26,1,352.31,0.0,352.31,Online,Completed,False,2
ORD_000227,CUST_01666,PRD_112,ONLINE,2022-11-01,2,36.51,0.0,73.02,Online,Completed,False,1
ORD_000228,CUST_03857,PRD_141,STR_044,2022-03-25,1,780.11,0.09,709.9,In-Store,Completed,False,0
ORD_000229,CUST_01989,PRD_196,STR_007,2024-03-08,2,59.01,0.0,118.02,In-Store,Completed,False,0
ORD_000230,CUST_02680,PRD_073,STR_044,2024-12-20,2,124.91,0.0,249.82,In-Store,Completed,False,0
ORD_000231,CUST_02842,PRD_126,STR_043,2023-06-13,1,385.13,0.09,350.47,In-Store,Completed,False,0
ORD_000232,CUST_03024,PRD_093,ONLINE,2022-11-21,5,742.75,0.0,3713.75,Online,Completed,False,1
ORD_000233,CUST_01885,PRD_036,ONLINE,2022-08-05,2,647.48,0.0,1294.96,Online,Cancelled,False,6
ORD_000234,CUST_01474,PRD_109,ONLINE,2022-12-08,2,403.65,0.19,653.91,Online,Cancelled,False,2
